evacuationTime,averageReactionTime,wrongDecisions,correctDecisions,safetyViolations,hazardsDetected,hazardsIgnored,victimsRescued,objectivesCompleted,performanceScore
232.82678455653036,6.974240748596245,3,12,2,8,6,6,2,83.02
543.5825433879482,5.2716778817483245,0,10,3,1,6,3,0,48.66
270.1689065164481,8.597534040722774,0,4,0,9,2,1,0,87.67
65.85233179936111,8.251031376550479,7,10,3,8,5,5,1,52.79
548.9062672664024,6.26818927957077,7,8,5,1,6,8,5,21.05
109.29480546451212,8.814441524619328,5,9,4,7,0,8,5,90.77
232.42936429882403,2.8525708903309144,1,7,1,8,6,7,2,100.0
573.0334622074347,2.007276574579551,5,5,0,9,3,2,3,71.32
573.3278593462803,3.4277465036529065,6,8,2,8,2,2,1,51.31
369.6564595865745,1.5137817048038338,5,4,4,9,5,1,1,30.72
401.1920945716916,5.780525752009288,7,2,1,8,5,4,6,55.4
302.16058186829264,9.429451230654653,0,11,3,1,4,3,0,54.6
218.33381671695486,1.3540918660165868,2,12,1,3,5,6,6,100.0
237.47885449975462,2.098989226090241,5,6,4,6,2,3,0,47.62
423.15996628160076,5.069791254550918,2,9,4,1,3,8,5,75.78
466.2822458963472,9.404875157751144,2,1,5,0,5,1,2,1.03
487.4526836119582,3.8454049447907543,1,11,5,2,4,5,7,63.75
486.3937971090591,5.565113278195532,2,10,1,3,2,6,5,100.0
109.25129564629279,1.3741557314535289,0,12,3,7,0,3,1,100.0
326.98696453939397,2.3350888086587998,3,7,1,5,1,5,7,100.0
91.08173040898791,9.879671106629623,3,10,4,1,1,6,4,74.76
356.7455964548172,9.68606826792441,4,9,4,8,0,3,7,83.26
298.4264707416236,1.0444598284096864,6,10,2,1,6,7,7,73.03
539.360258689482,9.566306068809151,5,9,5,4,5,8,5,33.96
249.4941067781225,6.752079440339504,6,10,2,3,7,0,1,29.56
123.21618887090716,8.811264650680199,0,11,0,6,1,6,7,100.0
137.21550830853135,5.092658700704732,2,13,4,7,6,8,5,97.03
471.215741127435,5.640364257213252,3,3,2,4,1,9,5,84.66
393.83775419078097,5.399619222312282,6,11,1,9,0,4,7,100.0
114.60624510630673,7.001778317914939,0,13,5,4,5,1,0,56.24
105.41767530209862,2.256861292806816,3,5,5,1,5,9,1,54.19
438.5233309879248,1.2697623088541015,2,8,3,7,6,5,8,86.68
99.29202343666451,3.7713694743207182,6,8,1,1,0,6,7,100.0
503.80443201679236,7.342126864629821,3,4,3,9,6,1,6,39.64
441.37080266450795,2.816681069106535,5,12,2,5,5,1,6,70.06
103.92834154662587,7.060891899924256,7,11,0,7,7,9,4,91.19
105.81236560600364,9.729208414965434,5,11,1,5,5,9,1,80.45
592.7853723906347,1.8451064421047656,4,1,1,3,2,0,5,53.17
262.10622970830497,7.053419064026136,4,1,1,3,7,3,9,60.99
260.1467594161211,4.993751973741141,3,4,3,5,6,6,2,50.77
498.91176631905137,8.813280289397548,7,6,2,3,2,8,3,50.42
571.5142317872837,2.594348105026473,0,8,1,7,0,2,9,100.0
592.4405744643503,7.23363357003548,5,6,1,8,3,6,1,65.04
466.8242200398285,8.543037606832993,0,12,5,0,1,6,1,62.14
263.18017618669455,9.501527975266209,7,9,0,3,2,6,7,86.64
105.09038701728113,7.1492322546068126,0,9,5,3,1,1,7,82.21
479.65933460081584,5.474572876075846,7,14,5,1,4,5,9,45.75
361.53829485733473,6.560625161810925,3,2,0,5,0,1,5,87.64
289.07988499336716,8.820144860308464,0,10,2,2,3,5,4,90.83
549.4313679511574,6.1354877197494675,5,1,5,6,4,9,7,40.61
120.04664044532171,1.2734835372715319,2,2,2,4,4,2,3,76.63
326.01755631706396,9.3785382595628,4,5,5,3,5,1,3,11.13
66.13096817440629,7.20574075928405,2,4,4,4,4,5,4,66.25
313.0767466768282,7.088620471995219,0,4,0,7,0,1,0,88.91
90.40376886819217,2.9410763715794546,2,9,5,2,2,4,0,68.52
124.16167478475884,6.929969232093915,5,11,4,6,0,1,1,63.83
123.46417325963664,4.544779650887426,5,8,3,5,2,2,7,78.42
410.57356314267435,6.861096793373429,0,6,4,0,4,2,6,59.45
462.8642348033286,1.9593372727719165,3,1,1,6,4,5,9,90.2
375.0191331524662,6.920607741427324,2,2,5,6,7,5,8,41.3
579.5731761762527,9.994723531936,3,6,4,0,3,9,4,45.6
262.4301129428002,1.4339083497450043,3,11,2,8,2,2,1,93.2
214.2845265922048,9.794567657991855,7,2,3,5,4,2,6,33.88
529.0435292223085,4.662171646505835,1,13,5,1,5,0,7,46.95
180.74175280050443,8.836781053035333,0,10,1,4,7,6,6,100.0
580.1401712979301,8.04146935652446,4,5,4,3,1,7,6,53.12
66.56341633250082,6.10314634888001,5,14,3,6,7,1,4,64.13
583.7345664221251,7.646042883261939,5,5,5,7,3,3,1,8.81
83.30635245331109,8.906640051712131,0,6,3,0,0,9,5,100.0
541.2172813969585,4.637262894859297,7,6,1,4,3,6,3,60.83
344.95859890660194,3.943298454069148,6,14,4,2,1,7,9,86.56
596.2009899044222,7.0083404700722625,6,6,3,0,7,0,1,0.0
99.85014495711539,8.270613477471327,6,14,3,2,2,3,8,80.12
359.0813135767132,7.860566212989542,7,2,0,5,0,5,6,74.68
583.4233692343134,8.18032283972771,4,14,3,6,0,2,5,64.84
342.47283585188035,4.920249833316397,5,10,0,7,2,4,4,97.34
399.8752645930418,8.360507945575193,0,14,4,3,6,9,2,74.69
435.70429205169324,2.081881498335476,7,13,5,2,6,8,9,55.89
305.45217497459754,5.900401881647646,5,14,5,4,3,2,9,64.49
398.88136324539425,1.0518279444830942,3,3,4,8,4,4,3,58.08
375.52972843847414,3.9212724691024325,2,14,4,5,6,7,2,75.45
546.625325665134,4.298153813842581,2,6,2,8,3,5,7,89.5
84.54104538438725,4.565554224483298,7,13,4,5,6,3,2,44.92
211.72012237980437,7.25920486020876,5,8,3,1,1,7,6,78.05
573.2222014013417,4.4970229114331115,1,12,5,4,5,2,6,55.08
540.7424433010948,5.038242603602776,4,13,1,8,4,2,6,89.12
306.05464650428496,3.1378971778689473,6,11,5,7,3,3,6,57.54
394.87160281282985,4.35926612466406,4,12,0,6,5,8,1,94.83
209.78583880981165,3.045426645368363,4,1,5,0,5,4,9,45.43
161.58542625083112,1.6587633139159927,7,1,2,3,7,7,2,41.63
310.39713866759035,6.431037340432401,3,11,4,6,6,5,9,76.68
250.81020313406853,7.013915186995146,4,13,4,6,7,2,8,57.03
375.1743003994709,6.575413114086531,2,2,5,5,2,7,2,45.78
101.97670396109181,5.171446394205152,3,11,1,7,1,8,1,100.0
586.17319613973,4.418072021613068,0,12,1,5,1,7,8,100.0
592.5538020189856,8.770002846146427,4,12,2,9,1,3,9,91.44
437.0073255706624,5.671736066225963,4,6,0,2,4,5,8,85.75
349.49203782582504,5.312636898667579,0,9,5,3,0,0,3,61.97
227.14491279461697,1.2307785922579213,4,4,4,2,4,3,8,63.05
499.4493106417523,4.071230448635407,0,3,5,0,3,7,2,44.19
429.7548331790948,4.421760569072713,3,12,2,9,5,0,6,82.84
147.8131472462413,4.589405028072104,2,8,3,4,5,2,6,73.36
551.9006796266749,6.221551323045991,0,11,3,0,7,0,7,50.37
504.17011117851126,5.802422920541906,1,10,2,0,0,8,9,100.0
572.8919531776389,6.471145835141002,7,14,4,1,3,1,3,23.12
451.8885345297144,7.883949353879155,7,9,2,3,0,8,2,63.64
391.24420580532654,8.316871648444842,0,12,4,5,5,3,2,59.25
285.8512395969342,7.46310768603845,7,11,1,7,6,1,4,57.34
563.6733810111672,9.599713263594412,4,5,2,2,4,3,0,23.71
527.6745003302206,1.1640932440872547,6,9,4,0,1,9,9,78.84
84.41808185734229,2.7620018711519148,6,2,2,2,5,5,2,50.31
74.23816622851608,1.068065874803279,7,3,2,2,2,6,5,73.94
263.2902181141468,6.827272427391427,3,7,4,4,1,2,2,56.5
497.69879862218977,9.082274940549881,5,7,4,3,5,2,4,16.99
593.12910983007,3.1913406691866935,3,6,0,3,4,9,8,100.0
141.22512119590522,9.34331090316676,5,6,2,8,0,7,1,85.01
380.83058629015295,1.5424065126060476,6,2,3,6,6,4,1,31.49
265.6810625807516,9.409924241249628,6,10,2,3,6,3,5,43.03
583.7537748198857,4.16460418515671,0,6,2,2,1,6,5,97.15
514.7442184932827,1.9127874560429485,2,4,4,5,4,6,7,68.94
512.6975005440145,5.372845832676931,1,12,2,2,6,8,1,75.71
313.09430628928396,3.3109891094845714,3,3,5,5,6,8,8,60.22
284.0025312623392,3.5638561176573056,4,13,2,8,3,4,1,88.6
207.63981884258138,3.765609684336579,5,11,5,5,2,7,0,58.18
90.44276819150065,8.22723308049397,7,13,3,3,1,9,9,100.0
526.9500831777287,5.85245149007729,4,2,4,4,0,0,1,23.88
498.96654493024187,3.8017692924040327,2,1,2,5,6,8,6,71.54
599.8475435745105,6.493004049798265,5,11,5,2,3,7,7,50.12
598.1838920199089,7.445356068008742,3,11,5,7,4,5,4,43.5
359.9331210254188,3.453616006601804,0,5,5,3,6,2,5,46.04
475.25320419747567,4.7219419137281635,4,2,1,7,7,2,0,36.17
570.1734941365112,2.096974840032528,2,2,0,9,2,7,5,100.0
518.8095909658023,2.630344145812123,3,7,3,9,0,4,7,94.38
193.56797494132672,7.130060685684845,6,8,2,2,4,9,2,68.83
303.29383306745046,2.6329451292606425,6,13,1,9,4,6,0,87.25
129.7460841818073,5.726470453003541,3,10,2,6,1,4,3,100.0
575.1875547197101,7.381416355501894,3,8,2,8,6,7,0,49.24
387.33430260347524,1.9618923078526946,3,14,4,3,1,9,7,100.0
183.46711497186988,6.105809976660132,5,4,4,7,0,9,4,77.74
422.71836957916264,3.309065053312274,3,14,4,2,7,3,0,30.73
393.78924984726376,9.666341877138219,4,1,1,6,6,1,7,47.87
253.40786773773388,5.351910820479323,2,11,2,2,5,2,8,87.04
121.32109978779967,8.253932947976423,5,7,0,6,6,7,9,100.0
422.6495256201118,5.952038879406356,3,1,3,9,7,6,1,40.64
340.9661584880484,1.3907127956933725,1,11,4,9,5,1,8,99.47
477.05193153724525,6.698362380346201,7,4,4,5,4,5,7,32.98
340.8882906004764,9.562630079859913,1,8,2,1,1,8,6,100.0
520.1780101720117,6.414506381316981,2,2,2,2,2,3,2,48.21
358.0296929382222,8.372699734841111,6,6,1,5,6,8,1,53.24
362.9065046291086,8.957858170135669,0,13,1,3,2,1,6,100.0
533.3929454355064,3.0527179475403923,0,6,4,5,6,1,4,46.99
277.8807477546944,2.90840355917404,7,12,2,0,4,8,5,81.75
132.36822336334598,6.498828899658926,6,9,0,9,1,6,3,100.0
75.54264520920304,4.699256228260342,5,5,3,0,0,6,1,69.23
467.77411806375426,8.558751725800484,5,10,2,2,0,0,8,59.58
394.9671577308709,9.1002081105821,5,4,2,7,0,5,2,62.97
440.20307477358074,4.180792413724463,0,5,5,7,6,6,6,73.74
175.0006472148118,3.1318350307703384,1,12,1,3,6,5,7,100.0
133.6405968168557,8.024729637194756,0,12,3,5,2,5,1,100.0
67.85411946065624,3.4732543199332246,4,10,4,7,1,1,5,89.99
249.31728175556236,8.403528866623105,3,11,2,6,7,5,7,82.38
378.5555509015019,4.813644282838865,5,5,4,6,6,3,6,36.92
271.81178435385544,7.0079490936232345,1,8,2,3,1,8,2,92.09
296.2364578928137,1.8598178245120136,2,10,4,8,2,0,0,69.52
548.2456950266242,6.614733922089157,7,12,3,9,6,7,5,51.91
248.05795219258218,5.065909108635062,2,8,1,5,0,4,7,100.0
337.55432414629786,6.279476168579267,3,2,3,2,0,0,5,50.81
483.17262688021725,2.5121278697037708,1,7,5,4,4,3,4,52.02
274.1331024534859,7.631863704497639,0,8,0,4,5,0,7,96.13
395.9268181230517,8.765173697889058,0,11,1,4,3,5,1,91.48
525.6764027232424,2.9506582008169806,4,6,3,7,7,1,0,21.47
572.7411367751267,1.8614309996814555,4,5,5,8,5,4,0,29.23
139.41967970168048,1.2127472744170276,0,11,0,8,6,6,3,100.0
560.357317587207,6.777743503989394,2,9,5,5,1,1,5,45.4
325.7427982629506,6.463846324799027,7,13,2,5,6,5,8,70.46
199.4519696814375,5.92027671442663,5,3,2,8,1,5,0,70.29
307.9333083686611,3.087523865043779,2,12,4,3,1,4,0,74.91
589.2175906541576,4.518153963149632,7,13,1,5,5,4,4,62.59
326.0137707561496,6.350287016675558,4,13,2,3,3,2,9,87.29
237.52586955525445,5.470901729732525,3,10,5,0,4,9,4,64.82
402.0364613310319,9.890069681933985,7,4,1,6,5,9,4,52.81
189.67863414022426,2.227957773010598,0,9,2,9,3,1,9,100.0
100.96619717867851,7.256300986428344,4,6,4,5,0,6,5,83.99
129.5950498317506,4.638868912938629,4,8,3,8,0,0,7,91.98
129.14475303719712,4.853796534330533,5,7,4,6,1,5,2,64.12
142.02745449663894,7.458379890923586,0,11,0,6,2,5,8,100.0
134.96667323068147,7.231925361919327,5,2,2,1,6,2,0,22.1
406.0723621937359,9.921303943319694,0,3,0,8,6,1,3,68.08
158.2152455755382,2.155548605087127,5,1,0,9,1,1,8,100.0
246.66033299488612,1.936986844457497,7,9,5,8,2,8,7,76.2
544.2657413492464,7.51904935415867,2,13,1,5,7,4,9,82.27
315.93928574195104,6.205482253057681,3,7,5,2,3,6,8,58.42
420.4811788013547,3.4674459990382527,3,1,2,0,7,4,0,29.2
153.0527304488801,1.7147743209008794,0,3,0,3,7,6,8,100.0
163.8360701566822,1.770924246367875,1,4,3,2,0,3,2,95.05
82.06905278389858,9.047717871977065,6,4,0,0,7,7,9,72.82
151.22493405896887,2.726805922468686,4,5,3,2,6,9,8,81.22
210.43878307725765,3.9103440590396867,4,14,5,3,5,9,0,60.96
155.5856615094433,3.039907620042892,0,3,5,7,2,6,0,76.87
107.89936822881003,4.194966752487436,7,3,1,8,3,9,8,100.0
125.14337039432444,1.6248145847148403,5,1,0,2,0,4,5,100.0
308.8205347376719,5.671538118174434,1,7,4,5,7,5,3,53.28
171.42020793912795,1.6085130723299341,2,11,5,9,5,4,6,84.07
256.7057249659607,8.203208570401255,5,10,5,4,2,6,4,50.36
331.8453262616227,3.103408737193897,5,14,1,5,1,1,9,100.0
432.81320745985727,5.860107231440596,0,1,3,3,1,4,6,75.08
81.22855551419343,8.920711788053124,0,2,1,9,1,9,7,100.0
491.681615410883,6.8578963214247475,7,13,0,5,6,2,7,63.81
399.0662103250902,5.796620078962018,4,4,2,6,3,8,0,68.18
104.14987725239084,3.9190037780383804,0,13,2,8,1,5,7,100.0
531.7324570176597,3.9970172175237813,0,4,3,9,6,9,5,84.41
557.2710962871791,7.025382596783711,0,5,5,6,4,2,3,33.7
92.98209832162642,9.947254250990508,7,11,3,5,6,6,7,61.76
209.51392999949002,6.9565527086444074,4,2,5,0,0,3,2,32.81
495.34869108825313,6.020050756330225,2,4,5,1,6,2,3,12.22
464.0602328071755,7.575854592153215,2,1,2,0,3,7,5,59.55
159.64135045244376,5.186850510553463,6,2,3,8,5,3,6,52.68
173.04863460182355,1.541281083407067,6,1,1,9,7,0,3,50.11
260.0549355073463,6.0606713429011885,0,10,5,9,6,5,3,70.97
321.6424120031515,9.618627560548422,6,10,4,8,1,9,6,80.31
393.8575766263598,2.577726481218937,4,13,4,6,0,0,5,77.23
259.2133653676771,7.210044017385991,7,4,1,1,2,4,7,61.89
309.7687467118999,2.8084031979315083,2,4,4,5,1,6,0,72.71
463.63430659222854,5.822449160257731,5,7,0,3,0,5,9,99.23
79.80892956092286,1.8700880468204766,2,10,5,0,4,1,6,62.42
196.3159499457712,5.053338426323666,2,11,1,0,7,3,6,84.22
445.2087763776583,7.805469960057215,4,11,3,4,2,1,6,58.68
543.4116923510876,4.128143718150839,6,9,5,1,4,0,6,17.54
336.30581874245973,6.984205520384962,5,9,1,3,5,2,9,66.01
347.34128204327044,8.159049647107562,4,5,2,0,0,2,9,77.49
117.87288612347908,9.344600375315075,0,10,3,3,4,6,7,100.0
301.6026780846655,3.111778736699082,7,1,2,5,7,0,8,31.19
347.61332388571253,4.593843242283773,3,1,5,9,7,8,8,54.0
190.93407196275402,2.371744119973757,2,6,3,3,5,5,1,72.73
205.39134471266573,9.932351519425376,3,2,4,0,7,3,6,23.65
263.73344807649624,9.343008711318658,7,8,1,6,0,2,6,74.62
70.83844679997225,5.859614172525037,7,13,5,1,0,2,3,45.94
233.92274941491627,8.578299649387791,4,9,0,8,7,1,8,83.09
174.1819237781341,5.6886217954483795,4,13,3,2,4,1,7,73.23
236.8485701760739,6.612271192024838,4,4,3,7,0,9,0,82.08
124.67155118239566,1.8021198890441497,3,5,5,7,1,4,1,65.96
540.8847315995433,7.797433784471272,4,11,5,2,7,8,1,17.8
380.53992491918626,2.1494213527171135,7,8,2,3,0,1,7,73.03
426.71525233802436,8.434608672272756,0,3,4,1,3,1,0,31.82
486.15246884796267,8.038252789033473,4,5,2,3,5,5,3,38.9
329.15878742169093,7.378702279686788,1,3,2,8,7,9,9,99.03
106.9369555672088,1.325443424722859,6,12,4,1,0,1,4,71.11
350.0375325820158,3.7281552035079573,3,10,0,2,3,3,8,100.0
376.89420373127473,3.368013129197586,1,3,2,3,0,5,6,98.21
462.53731605953817,4.241227667243672,4,3,2,4,0,4,7,71.82
293.0961549640269,1.7887847208745469,7,13,3,0,4,0,8,56.31
128.89336350960443,9.432620407279565,0,12,4,6,1,5,6,100.0
213.2389891313112,5.9842201664113865,2,7,1,9,7,0,4,72.69
256.06444005526293,3.749718795922212,5,7,0,6,5,2,4,77.53
408.79531031906464,4.5728336536685505,6,7,0,8,7,9,9,95.89
368.2202845212124,5.024822864543521,5,10,4,3,1,4,5,54.84
252.29223198483697,6.405349000245556,4,8,5,5,2,9,4,76.59
592.7182343482091,5.6411148492684795,6,5,5,1,4,4,8,18.38
387.11840245271907,9.274527758929755,6,5,3,3,4,9,2,42.61
188.102467537437,5.472671346152472,0,14,3,1,1,5,2,100.0
114.96253521501802,9.929422133409814,6,4,4,9,6,9,6,63.17
142.54393515953927,8.662824619705862,3,7,3,4,4,7,6,82.77
192.81717332763438,2.8765946292160223,1,10,0,6,7,4,5,100.0
146.76794156016007,9.375356931795245,1,4,0,0,1,0,2,76.23
160.74619298770511,2.0472975809692846,1,2,1,9,4,4,6,100.0
213.95139109467743,8.357047376420724,3,4,5,9,0,2,4,55.97
153.6217414591676,4.4256096412892205,5,13,4,6,1,3,6,89.41
544.2533292982696,8.901768884005627,0,13,2,9,1,7,1,99.69
103.32622265728679,8.812510210967053,6,8,5,5,7,6,5,41.97
343.2361503679375,8.253328601058591,3,9,2,5,3,4,7,84.82
281.6142865744172,8.110273926763552,1,3,1,7,4,1,0,65.63
590.4844531306475,3.742112251882367,4,7,1,7,4,5,3,71.24
120.50100717074827,1.7282735474612696,2,14,3,5,1,5,0,100.0
274.84202348470046,4.626821608886453,6,12,1,2,0,9,0,91.42
583.5140339686992,2.561720634878578,3,14,1,4,0,9,9,100.0
527.3738479827493,7.254559800122156,7,9,2,1,5,5,7,44.62
501.21891831261115,4.11489753884007,3,11,3,4,0,8,6,100.0
199.26752660426752,9.780491807739233,0,4,1,8,4,7,9,100.0
152.27929719063553,6.768748696107988,0,10,5,9,6,7,0,70.95
421.06733875919275,8.40232507270925,3,3,1,0,3,0,1,33.75
561.8630341288963,2.192722054676636,1,5,3,9,1,4,3,83.83
360.65196222752206,8.758130340453603,2,1,4,4,2,6,0,35.51
368.6708523137459,9.30481471462055,6,3,3,5,3,5,2,38.98
211.18871057655346,5.3835572693704234,0,8,2,6,7,4,7,97.0
475.52618392364593,6.456276439758797,6,11,4,8,7,7,7,56.99
161.00362422106264,7.883288208126959,1,8,5,5,6,2,7,55.44
234.7867876582916,2.573547645343713,6,13,0,4,2,5,5,100.0
289.735676852865,5.523094688170982,4,4,3,6,3,4,5,72.16
334.1096044896057,4.587967249950818,0,2,2,0,0,7,4,91.16
190.90125550414334,2.317365929460242,1,13,5,4,4,3,8,94.13
122.01188535916991,4.307809800623783,1,8,4,1,6,7,3,72.29
389.7348229184816,1.6135507844694421,2,8,5,3,2,9,9,90.65
215.86049874973813,1.232307162545383,2,10,3,6,6,1,6,83.22
373.86863956821065,2.2164966023934047,4,4,1,4,3,8,0,79.37
143.35586624806925,9.668036004302564,1,3,3,5,4,8,8,90.69
319.81565500160144,5.945765823055153,5,2,0,1,6,9,6,77.62
347.59829357785634,9.69239945037898,1,9,3,2,2,9,9,97.23
87.98470988411053,4.892480904971188,2,1,4,6,1,5,8,88.33
241.7663102247171,3.806345197767336,5,7,4,1,3,3,6,54.71
132.58392554704608,5.555276765562197,0,5,3,5,1,3,1,86.34
94.22248405529459,4.955605197696191,0,8,4,4,0,5,5,100.0
594.5785254905704,1.9509821583556952,6,4,1,9,1,4,9,91.8
234.0710762863504,6.767436832211856,3,7,5,0,1,5,3,55.35
497.3322007615028,2.9443436425863965,2,13,3,9,5,6,2,85.82
197.50595357243247,6.576291594080466,3,5,1,3,3,6,1,78.6
428.0114700009218,6.85180983158338,5,14,5,1,0,8,5,70.7
470.5230443404307,2.368223678157833,2,5,5,3,1,7,7,74.4
381.64491992823594,1.5521466439960134,4,14,1,0,7,5,5,85.97
314.65114181708554,8.026854274615959,1,9,2,1,4,5,8,87.78
282.394093639525,5.138203813923882,4,9,3,7,2,4,4,85.92
248.38886393321746,1.523474159549282,5,13,5,5,1,0,1,54.64
561.9457378938259,9.953796854527905,2,9,5,1,0,8,7,62.87
508.5344802053737,1.5200250489672997,7,12,4,5,1,8,8,86.64
581.1145317599168,7.255317059726979,5,6,5,9,2,8,9,64.81
127.12050068219415,9.853110327370722,7,6,1,8,0,7,3,91.49
454.6684366099679,3.1526209379433308,1,5,5,6,3,9,5,81.63
566.7038466833604,2.2802443181847654,0,9,2,8,0,2,9,100.0
157.86585572945648,2.09246445480186,0,10,3,4,3,0,7,99.15
95.90798437805985,3.72947632810836,5,8,3,6,0,7,8,100.0
460.2051506166319,1.9094122990958202,3,7,5,6,7,6,4,46.17
370.2154811171524,7.229452075247187,2,7,0,2,6,4,5,80.09
514.5875394494669,1.5606261831705641,2,6,0,6,2,9,3,100.0
135.4770833781963,5.584799153348108,0,5,1,0,2,6,4,100.0
489.4443484043407,9.970271684676792,6,13,0,8,0,9,6,100.0
168.87875282578204,8.325732425554168,4,4,1,9,6,3,8,86.86
148.37420914748043,6.536974944079098,6,3,4,5,1,8,9,82.38
148.70353088273617,3.756282587079505,1,3,1,4,2,9,5,100.0
499.8703489249463,6.6150625266247465,4,6,0,6,7,1,5,57.24
419.20649917594807,5.743373175204865,4,4,5,4,3,8,7,53.56
342.4553293753244,4.834750455013343,5,12,4,9,3,8,3,84.08
253.76846142669135,2.1763933906617954,0,12,0,4,4,4,2,100.0
533.6882920390785,8.9794379371642,6,6,1,9,5,0,6,46.54
271.9203580082231,5.048061839391902,6,3,2,6,6,6,4,59.08
500.96369731465165,2.7516026063868857,0,4,3,9,5,9,1,79.74
297.13285062791795,4.309834157895606,6,9,0,6,5,9,1,84.13
263.5499918894501,4.727167772760343,7,5,1,2,3,3,5,60.49
309.8470842615875,8.447841060101869,0,13,4,2,7,8,7,83.92
222.74405204863672,7.6025294250526185,5,7,0,9,7,5,0,66.48
463.7090652951756,7.923744042772058,3,10,0,2,4,2,5,76.58
331.46901064993875,1.099281379857825,4,2,3,5,5,5,1,50.15
185.39485537928135,4.745385983617854,5,14,1,5,5,9,1,93.24
545.7702695682669,5.332097364717913,2,14,2,2,0,5,6,100.0
267.30125954153414,1.1727304914075103,1,5,4,2,0,4,9,100.0
353.51854500155383,3.3383188787053077,3,9,1,7,0,1,0,88.16
549.4949399208554,7.842608408099215,2,11,4,7,1,9,5,92.3
397.08851779355575,2.2339873515609914,4,3,0,6,5,9,6,95.03
123.12494198251659,5.817791183073325,6,14,3,9,7,1,7,71.61
567.5093467512766,2.9368168481551375,0,9,3,3,7,6,6,70.24
398.96234865856565,1.1090869717950396,4,14,5,3,1,1,5,62.49
240.8490319148265,3.1708131183958734,5,11,2,2,7,5,8,75.72
135.20691923822912,9.782863794190485,1,6,3,4,4,4,2,63.85
488.77360220595983,8.213834006946907,5,4,0,2,6,3,5,44.49
394.8392882013973,9.636189798889301,3,7,2,7,3,6,3,72.34
348.0689896672136,5.390686395337262,3,8,1,6,5,7,1,83.33
542.7019948475172,1.9876257880975317,1,6,3,2,7,3,0,35.93
485.8424940612466,5.931635400763237,7,5,2,8,3,0,0,22.09
141.90443505568564,5.089396011039648,2,6,0,4,7,0,9,95.15
228.32991660959604,8.599213744656543,2,5,5,8,6,0,2,26.87
194.1841354998115,1.8827432270582012,3,8,4,6,0,0,3,76.35
461.73099798924557,5.394170233196004,3,1,4,6,5,4,1,29.46
78.10751475732087,2.3504379822458583,6,11,0,5,2,3,0,94.99
367.74042983051095,3.9220833420105397,0,7,0,1,1,8,3,100.0
471.7276902999729,7.636213696490197,6,10,4,8,1,2,6,56.58
533.4534438513447,5.284163164318898,6,10,5,5,5,6,9,45.18
244.72414430659003,4.382994566311924,7,11,2,7,6,7,5,82.53
503.47894452288693,4.550286507130318,2,2,4,0,0,5,5,58.31
119.7411379558119,5.13502091565388,7,14,0,4,1,9,8,100.0
517.0842375366399,8.065148894533511,7,9,3,0,0,0,1,22.91
128.8438776592705,9.02876220046211,1,1,1,9,4,7,3,97.25
274.5351369025983,9.598012178535354,2,11,5,7,3,9,4,81.27
490.53949752095895,8.082130476297657,0,10,5,7,6,2,0,42.79
140.95541076833786,3.8386620617321148,5,6,3,0,2,7,7,81.45
183.7957534256264,7.193212354778879,3,9,3,8,3,3,7,88.47
450.0163869322558,4.938428116498527,3,1,0,1,3,7,5,80.97
448.8197297348801,3.2920355984144605,0,4,4,8,4,0,4,62.19
406.21972175806053,8.567844214833304,7,4,2,0,1,2,7,38.03
434.73216001223403,1.345837140660925,6,9,5,9,2,5,2,48.68
353.07119940770195,9.115857929218812,1,11,5,8,1,8,2,81.35
195.9714918097545,5.153297181622607,7,5,3,3,5,1,1,17.99
246.6758364921165,6.7348132912745236,3,5,4,8,3,0,4,51.92
158.06276707276987,6.934185299852045,4,6,5,6,5,9,2,56.74
550.5633031201593,9.056059666358827,6,1,2,5,0,2,2,29.69
375.03156917370507,6.730027139504866,3,1,3,4,3,3,5,46.51
276.4597650523655,6.525402262840556,4,9,2,8,1,4,7,100.0
309.4831339678317,1.5998683650462096,7,3,4,1,3,2,1,21.91
571.5330033903803,5.6656721975068365,0,4,5,1,0,9,3,61.01
142.8097576826833,2.3515210073533748,0,1,1,8,4,1,6,100.0
376.56410928907053,7.6369039184933705,6,9,5,2,5,1,0,3.35
333.17988659761164,5.60999728731407,3,8,4,7,7,6,0,47.98
390.1852871347098,7.12205001287518,2,2,5,8,5,8,9,70.9
69.77949926325388,1.3750561054214585,4,8,5,7,1,9,6,100.0
530.9469108298417,1.7631281444122289,1,7,0,3,3,1,6,92.86
563.3438725411506,7.4469104925641405,3,11,5,0,1,6,0,38.27
365.1719191381728,1.6487590239880603,1,6,5,3,4,6,0,52.19
436.1914448935218,1.6413105498873275,3,1,2,8,3,6,3,76.91
558.1496658357396,1.108976277113987,2,7,1,1,7,2,4,62.47
441.90886252923525,9.60851258469532,2,10,2,2,3,6,4,70.65
142.37108317370112,7.637575235131062,6,7,2,9,7,0,3,42.02
371.1957144900791,4.179262676518578,6,13,3,7,1,9,7,100.0
387.6261250467422,3.668820231588897,2,14,0,5,1,0,6,100.0
289.0305625032885,4.147329067712646,5,9,2,7,0,4,8,100.0
457.67988723735033,7.971881780630636,2,1,4,6,6,1,6,32.74
564.5581879752681,6.95233549963373,0,2,4,4,6,8,9,65.89
559.8069969696592,2.6667601108072114,0,11,5,8,4,6,0,71.18
303.45326055823136,2.5669840180067593,5,9,3,3,6,3,6,57.92
121.14854475400784,1.8855608474205758,7,13,0,5,0,3,0,100.0
